Company,BSE code,NSE code,ISIN,Sector,Industry,Date,Price,1 day change(%),52 Week Low,52 Week High,3 Year Low,3 Year High,5 Year Low,5 Year High,All Time Low,All Time High,Market Cap(Cr),Enterprise Value(Cr),1-Week Return,1-Month Return,3-Month Return(%),1-Year Return(%),3-Year Return,5-Year Return(%),10-Year Return(%),Price to Earnings,Median P/E,Price to Book,Median P/B,Earning Yield(%),Price earnings to growth,Dividend Yield(%),EV / EBITDA,Price / Sales,Price / Cash Flow,Earning Per Share,Book Value Per Share,Cash Flow Per Share,Free Cash Flow Per Share,Dividend Per Share,Delta
Zee Entertainment Enterprises Ltd.,505537,ZEEL,INE256A01028,Services,Media & Entertainment,2022-09-05,251.00,0.90,176.60,378.70,114.00,378.70,114.00,619.35,30.05,822.50,"24,109.04","22,453.82",-2.77,3.44,-0.20,42.29,-10.95,-13.61,4.03,28.13,25.18,2.20,2.70,7.05,-1.60,1.19,12.89,2.92,15.58,8.93,114.20,16.11,9.71,2.50,0.34
Zydus Lifesciences Ltd.,532321,ZYDUSLIFE,INE010B01027,Healthcare,Drugs & Pharma,2022-09-05,371.20,0.68,319.00,573.20,202.00,673.70,202.00,673.70,5.53,673.70,"37,557.83","38,106.48",-2.97,1.81,2.20,-33.20,17.26,-6.02,7.48,8.50,20.73,2.23,3.67,7.70,0.29,0.67,11.13,2.52,17.85,43.65,166.09,20.55,14.73,2.50,0.35
Phoenix Mills Ltd.,503100,PHOENIXLTD,INE211B01039,Construction,Real Estate,2022-09-05,"1,389.05",-0.04,827.25,"1,448.95",465.05,"1,448.95",452.20,"1,448.95",0.78,"1,448.95","24,803.33","26,375.82",-0.62,8.43,21.30,58.56,27.50,22.09,22.97,25.29,52.09,3.40,3.00,3.66,0.62,0.17,24.73,13.29,31.77,54.99,409.20,43.73,26.14,2.40,0.04
Radico Khaitan Ltd.,532497,RADICO,INE944F01028,Consumer Staples,Liquors,2022-09-05,"1,037.85",1.10,723.20,"1,299.85",220.00,"1,299.85",147.50,"1,299.85",2.40,"1,299.85","13,821.87","13,883.71",0.03,12.68,32.20,16.00,51.28,44.69,25.44,52.29,32.00,6.72,4.19,2.55,1.75,0.29,33.66,1.08,36.66,19.78,153.82,28.23,20.10,2.40,0.20
Indoco Remedies Ltd.,532612,INDOCO,INE873D01024,Healthcare,Drugs & Pharma,2022-09-05,368.15,0.92,322.70,513.65,132.45,530.25,132.45,530.25,13.87,530.25,"3,404.96","3,586.08",2.96,-8.40,1.61,-23.13,32.74,13.63,18.12,22.15,49.07,3.61,3.29,6.62,1.48,0.61,11.40,2.24,19.59,16.68,102.36,18.86,-0.04,2.25,0.28
Kansai Nerolac Paints Ltd.,500165,KANSAINER,INE531A01024,Materials,Paints & Varnishes,2022-09-05,497.10,-0.52,358.15,675.00,293.70,680.00,293.70,680.00,2.16,680.00,"26,789.70","26,798.50",0.85,-0.58,20.41,-19.76,2.28,0.66,18.78,66.64,53.47,6.24,7.56,2.19,-8.74,0.45,36.50,3.82,"1,081.54",7.44,79.50,0.46,-2.45,2.25,0.26
Metro Brands Ltd.,543426,METROBRAND,INE317I01021,Consumer Discretionary,Footwear,2022-09-05,830.20,4.45,426.00,939.90,,,,,426.00,939.90,"22,445.47","20,733.17",6.70,12.55,43.50,,,,,106.08,194.11,16.42,7.14,1.54,,0.27,44.32,16.71,102.17,,,8.09,6.38,2.25,0.12
Gujarat State Fertilizers & Chemicals Ltd.,500690,GSFC,INE026A01025,Chemicals,Nitrogenous Fertilizer.,2022-09-05,157.20,0.19,102.15,198.80,29.80,198.80,29.80,198.80,1.62,198.80,"6,264.07","6,039.32",-5.04,-2.81,-5.39,49.29,28.23,2.37,8.03,5.65,9.07,0.52,0.49,30.53,2.92,1.59,3.29,0.61,3.51,27.81,304.08,44.84,39.96,2.20,0.21
SJVN Ltd.,533206,SJVN,INE002L01015,Energy,Electricity Generation,2022-09-05,31.20,-0.16,25.45,33.80,17.15,33.80,17.15,40.15,17.15,40.15,"12,260.96","13,109.88",7.96,9.86,12.43,15.77,8.84,-0.13,5.00,10.25,7.16,0.89,0.84,16.21,3.26,5.45,5.73,4.44,6.18,3.05,34.96,5.05,-0.53,2.20,0.08
Asahi India Glass Ltd.,515030,ASAHIINDIA,INE439A01020,Materials,Glass & Glassware,2022-09-05,663.85,3.04,345.25,673.15,118.40,673.15,118.40,673.15,5.94,673.15,"16,137.53","16,770.19",5.22,15.04,46.40,81.23,54.66,12.17,26.18,38.77,38.70,8.66,5.62,4.29,1.88,0.30,18.96,4.64,27.54,17.13,76.70,24.11,15.28,2.00,0.01
Bank Of India,532149,BANKINDIA,INE084A01016,Financial,Banking,2022-09-05,50.90,0.00,40.40,65.80,30.40,101.45,30.40,216.80,8.75,589.00,"20,887.15","-44,000.62",-1.93,4.41,7.38,-14.17,-7.28,-18.59,-15.12,6.12,10.32,0.41,0.51,-69.64,1.77,3.93,-4.62,0.54,-0.59,8.32,122.82,-86.48,-105.96,2.00,0.23
C.E. Info Systems Ltd.,543425,MAPMYINDIA,INE0BV301023,Technology,Software,2022-09-05,"1,370.10",1.79,"1,128.80","1,918.35",,,,,"1,128.80","1,918.35","7,344.86","7,026.83",6.93,4.84,4.89,,,,,84.40,124.33,16.14,6.06,1.67,,0.15,55.01,36.64,255.42,,,5.40,0.50,2.00,0.29
Cholamandalam Investment & Finance Company Ltd.,511243,CHOLAFIN,INE121A01016,Financial,Hire Purchase,2022-09-05,799.75,1.17,469.25,814.40,117.40,814.40,117.40,814.40,4.05,814.40,"65,707.08","129,826.98",0.45,4.81,21.47,39.95,43.66,28.64,34.53,27.52,22.89,5.35,4.15,5.92,1.06,0.25,16.96,6.35,-11.79,29.05,149.48,-67.86,-80.64,2.00,0.02
Dixon Technologies (India) Ltd.,540699,DIXON,INE935N01020,Capital Goods,Electronic Components,2022-09-05,"4,204.70",2.32,"3,180.55","6,243.60",486.00,"6,243.60",,,312.00,"6,243.60","24,950.02","24,510.29",3.22,9.59,15.37,-0.84,100.58,,,114.61,77.70,24.19,13.60,1.38,3.30,0.05,56.32,2.14,91.48,36.68,173.80,45.95,-35.45,2.00,0.33
Engineers India Ltd.,532178,ENGINERSIN,INE510A01028,Construction,Construction,2022-09-05,71.90,6.05,56.00,82.50,49.20,123.00,49.20,206.40,4.75,269.00,"4,041.08","2,284.77",5.74,3.38,17.77,0.00,-12.07,-14.22,-3.75,20.04,19.63,2.22,2.40,21.10,-13.72,4.17,5.45,1.36,23.57,3.59,32.41,3.05,3.73,2.00,0.13
Exide Industries Ltd.,500086,EXIDEIND,INE302A01020,Capital Goods,Storage Batteries,2022-09-05,172.40,8.16,130.25,193.80,121.90,220.60,121.90,304.70,3.85,304.70,"14,654.00","12,843.45",7.15,10.16,17.04,-9.10,-0.13,-3.27,1.88,3.23,20.24,1.36,2.39,8.72,-1.12,1.16,8.01,0.94,239.25,53.37,126.89,0.72,0.81,2.00,0.11
Gujarat Gas Ltd.,539336,GUJGASLTD,INE844O01030,Energy,Natural Gas Utilities,2022-09-05,483.20,0.38,403.55,721.80,162.20,786.65,115.00,786.65,90.64,786.65,"33,225.15","33,595.43",5.42,8.72,-13.23,-31.03,42.58,24.74,,27.73,28.40,5.53,6.23,5.19,0.65,0.41,16.36,1.75,19.99,17.41,87.32,24.14,4.28,2.00,0.33
Gujarat State Petronet Ltd.,532702,GSPL,INE246F01010,Energy,Natural Gas Utilities,2022-09-05,233.70,-1.58,209.45,357.60,146.00,383.00,146.00,383.00,25.25,383.00,"13,182.80","13,861.13",-3.41,-1.97,-8.37,-33.30,2.60,4.50,11.51,8.23,10.37,1.54,2.24,21.90,0.32,0.86,3.99,0.64,4.80,28.39,151.27,48.66,25.31,2.00,0.35
Indiamart Intermesh Ltd.,542726,INDIAMART,INE933S01016,Services,E-Commerce,2022-09-05,"4,660.75",-1.93,"3,676.00","9,710.70","1,201.50","9,951.95",,,952.00,"9,951.95","14,249.55","12,183.31",6.50,3.88,3.37,-42.73,56.31,,,55.55,71.31,7.85,16.09,3.67,1.54,0.04,33.18,17.89,35.42,83.78,592.84,131.68,162.80,2.00,0.52
Indian Energy Exchange Ltd.,540750,IEX,INE022Q01020,Services,Exchange Services,2022-09-05,160.65,1.68,150.70,318.72,37.02,318.72,,,37.02,318.72,"14,432.63","12,819.82",0.75,-1.62,-11.88,-10.63,52.99,,,45.74,45.47,19.05,16.61,3.57,2.04,1.25,30.07,32.92,18.93,3.51,8.43,8.49,8.93,2.00,0.50
JSW Energy Ltd.,533148,JSWENERGY,INE121E01018,Capital Goods,Power Projects,2022-09-05,355.90,2.04,182.05,408.70,34.75,408.70,34.75,408.70,33.65,408.70,"58,215.16","63,824.99",11.41,30.03,36.60,39.57,75.05,39.78,22.44,27.88,23.50,3.25,0.98,5.93,0.81,0.56,14.45,6.16,19.72,12.70,109.06,18.00,0.82,2.00,0.13
Laurus Labs Ltd.,540222,LAURUSLABS,INE947Q01028,Healthcare,Drugs & Pharma,2022-09-05,562.85,-1.09,436.80,669.15,59.00,723.75,59.00,723.75,59.00,723.75,"30,237.21","32,264.08",-0.78,3.49,1.60,-13.71,105.31,38.75,,36.11,31.16,8.41,3.75,3.89,1.10,0.36,21.62,5.82,33.19,15.58,66.89,16.96,-2.50,2.00,0.16
Mahindra Lifespace Developers Ltd.,532313,MAHLIFE,INE813A01018,Construction,Real Estate,2022-09-05,519.55,0.63,218.50,533.00,57.07,533.00,57.07,533.00,2.90,533.00,"8,041.01","8,034.17",1.87,25.31,27.04,95.23,61.26,28.26,17.12,32.99,24.14,4.47,1.14,-0.47,2.67,0.38,-128.71,23.66,-154.65,15.77,116.28,-3.37,12.32,2.00,0.03
Mahindra Logistics Ltd.,540768,MAHLOG,INE766P01016,Services,Logistics,2022-09-05,493.50,2.28,391.10,814.00,195.00,821.00,,,195.00,821.00,"3,512.53","3,262.99",0.46,3.09,3.61,-31.76,14.19,,,85.17,94.43,5.82,5.70,2.98,-3.95,0.41,14.08,0.80,17.51,5.73,83.95,27.92,15.63,2.00,0.39
NCC Ltd.,500294,NCC,INE868B01028,Construction,Construction,2022-09-05,74.20,-0.13,52.20,87.50,15.85,100.00,15.85,141.85,0.76,260.84,"4,658.62","5,338.66",7.23,20.55,15.40,-7.94,10.60,-2.81,12.85,8.29,12.09,0.80,0.90,20.48,0.13,2.70,4.44,0.38,3.29,8.95,92.65,23.21,15.82,2.00,0.15
Orient Electric Ltd.,541301,ORIENTELEC,INE142Z01019,Consumer Discretionary,Kitchenware & Appliances,2022-09-05,257.00,1.18,244.00,408.20,138.15,408.20,,,103.25,408.20,"5,463.69","5,270.45",-2.23,-2.28,-6.15,-22.11,18.65,,,38.87,52.03,9.77,13.51,4.11,1.71,0.78,20.49,2.06,480.54,6.61,26.30,0.54,-2.81,2.00,0.37
Privi Speciality Chemicals Ltd.,530117,PRIVISCL,INE959A01019,Chemicals,Organic Chemicals,2022-09-05,"1,389.95",-2.28,"1,015.30","2,268.00",355.05,"2,268.00",319.55,"2,268.00",1.76,"2,268.00","5,430.11","6,391.37",0.20,11.99,17.63,-14.73,42.43,27.66,,60.01,29.57,6.51,3.46,2.85,2.55,0.14,28.33,3.72,"1,146.54",23.16,213.54,1.21,-84.61,2.00,0.39
SBI Life Insurance Company Ltd.,540719,SBILIFE,INE123W01016,Insurance,Life Insurance,2022-09-05,"1,293.40",0.40,"1,003.50","1,334.70",519.40,"1,334.70",,,485.00,"1,334.70","129,452.38","125,742.84",-1.55,1.14,13.34,3.96,16.10,,,83.75,67.92,11.01,9.85,9.79,17.59,0.15,74.51,2.12,5.92,15.45,117.53,218.44,14.50,2.00,0.03
Tanla Platforms Ltd.,532790,TANLA,INE483C01032,Technology,Software,2022-09-05,744.15,0.22,584.50,"2,096.75",37.10,"2,096.75",26.35,"2,096.75",2.40,"2,096.75","10,099.47","9,209.37",1.86,-2.86,-47.04,-18.25,137.85,87.11,63.35,18.87,32.84,6.99,1.32,7.45,0.31,0.27,12.92,2.99,20.76,39.43,106.48,35.83,29.21,2.00,0.65
Tata Coffee Ltd.,532301,TATACOFFEE,INE493A01027,Consumer Staples,Tea & Coffee,2022-09-05,243.10,-0.57,181.65,254.40,47.10,254.40,47.10,254.40,4.95,254.40,"4,536.65","5,357.42",2.66,10.85,17.72,17.10,49.23,11.56,9.66,27.65,21.67,2.86,1.65,7.73,4.73,0.82,11.41,1.82,31.66,8.79,84.80,7.67,2.44,2.00,0.04
Union Bank Of India,532477,UNIONBANK,INE692A01016,Financial,Banking,2022-09-05,42.90,0.94,33.50,54.80,22.60,65.80,22.60,196.05,13.55,426.95,"29,286.89","-39,465.34",0.82,10.71,11.28,21.36,-7.21,-20.60,-12.23,5.11,6.43,0.43,0.43,-137.30,0.20,4.43,-1.78,0.42,0.81,8.38,99.16,53.17,25.20,1.90,0.22
NHPC Ltd.,533098,NHPC,INE848E01016,Energy,Electricity Generation,2022-09-05,38.90,0.13,26.90,40.40,15.10,40.40,15.10,40.40,14.65,42.00,"39,024.96","63,195.33",9.42,9.12,19.51,40.43,18.29,6.31,8.13,8.02,9.57,1.38,0.98,9.53,4.83,4.66,10.17,4.08,6.03,4.85,28.07,6.44,1.70,1.81,0.04
The Federal Bank Ltd.,500469,FEDERALBNK,INE171A01029,Financial,Banking,2022-09-05,123.55,3.35,78.15,129.75,35.70,129.75,35.70,129.75,0.83,129.75,"26,017.73","23,605.61",8.47,14.45,37.05,49.12,14.67,2.04,11.75,11.58,11.16,1.31,1.14,40.83,0.75,1.46,6.23,1.77,-3.35,10.67,94.46,-36.97,-44.76,1.80,0.05
KIOCL Ltd,540680,KIOCL,INE880L01014,Metals & Mining,Minerals,2022-09-05,205.05,2.65,166.65,319.00,44.70,319.00,44.70,506.45,10.50,506.45,"12,446.74","11,053.40",0.42,2.83,3.90,-19.27,20.28,9.96,,231.78,76.30,5.93,4.88,1.39,96.83,0.86,96.34,5.34,178.02,0.88,34.55,1.15,1.94,1.77,0.36
Tata Power Company Ltd.,500400,TATAPOWER,INE245A01021,Energy,Electricity Generation,2022-09-05,236.45,0.53,129.25,298.05,27.00,298.05,27.00,298.05,4.27,298.05,"75,553.80","115,629.26",0.57,3.87,2.34,76.65,63.50,24.69,9.78,35.22,23.96,3.35,1.21,4.84,0.96,0.74,14.57,1.60,11.29,6.71,70.48,20.95,-11.44,1.75,0.21
HDFC Life Insurance Co Ltd.,540777,HDFCLIFE,INE795G01014,Insurance,Life Insurance,2022-09-05,573.65,-0.21,497.05,759.60,339.15,775.65,,,307.00,775.65,"121,174.32","120,716.16",1.19,7.24,-4.82,-21.89,2.31,,,87.42,97.99,7.64,17.39,10.17,55.79,0.30,77.80,2.47,20.39,6.56,75.02,28.13,5.90,1.70,0.24
Trent Ltd.,500251,TRENT,INE849A01020,Services,Retailing,2022-09-05,"1,398.25",0.51,953.00,"1,522.80",365.00,"1,522.80",281.20,"1,522.80",5.43,"1,522.80","49,706.03","49,338.32",0.55,6.19,23.82,40.43,44.10,37.18,29.68,136.98,128.18,20.33,8.60,1.75,-6.62,0.12,45.90,8.56,849.97,10.21,68.78,1.65,-10.13,1.70,0.08
JM Financial Ltd.,523405,JMFINANCIL,INE780C01023,Financial,Misc. Fin.services,2022-09-05,65.05,1.80,57.10,96.90,55.45,126.00,55.45,191.60,0.10,191.60,"6,210.73","13,959.25",0.70,5.86,2.12,-28.71,-2.62,-15.16,16.00,8.39,12.89,0.79,1.23,17.27,1.58,2.54,5.90,2.02,-1.94,7.75,82.40,-33.57,-29.13,1.65,0.33
Hikal Ltd.,524735,HIKAL,INE475B01022,Healthcare,Drugs & Pharma,2022-09-05,331.50,-0.70,212.00,729.60,56.90,742.00,56.90,742.00,4.11,742.00,"4,087.42","4,732.09",0.23,24.44,12.91,-47.25,32.42,19.44,22.64,40.44,22.58,3.86,2.76,3.78,2.15,0.48,17.36,2.22,13.92,8.20,85.90,23.82,0.13,1.60,0.55
Rail Vikas Nigam Ltd.,542649,RVNL,INE415G01027,Construction,Infrastructure,2022-09-05,32.95,0.46,29.00,44.80,10.00,44.80,,,10.00,44.80,"6,870.14","10,700.95",2.01,6.46,1.07,9.83,10.99,,,5.50,6.46,1.03,1.04,22.06,0.26,5.55,5.90,0.34,10.45,5.99,32.02,3.15,3.97,1.58,0.26
Sona BLW Precision Forgings Ltd.,543300,SONACOMS,INE073K01018,Automobile,Auto Ancillaries,2022-09-05,522.70,-0.25,507.20,839.90,,,,,295.00,839.90,"30,517.82","30,577.45",-1.53,-9.25,-8.78,-0.57,,,,85.92,169.13,14.75,16.02,1.51,4.43,0.29,52.38,13.78,68.64,6.08,35.42,7.61,1.15,1.54,0.38
Anupam Rasayan India Ltd.,543275,ANURAS,INE930P01018,Chemicals,Speciality Chemicals,2022-09-05,764.70,0.05,546.75,"1,107.55",,,,,472.25,"1,107.55","7,710.58","8,242.56",-0.02,0.40,12.13,1.33,,,,48.27,67.94,4.38,4.91,3.27,0.90,0.20,24.85,6.77,-45.03,15.93,175.60,-17.08,-37.59,1.50,0.31
Brigade Enterprises Ltd.,532929,BRIGADE,INE791I01019,Construction,Real Estate,2022-09-05,536.35,2.78,358.35,554.70,90.50,554.70,90.50,554.70,18.53,554.70,"12,411.39","15,430.23",7.65,4.07,16.61,44.90,39.63,24.92,33.00,58.95,23.69,4.19,1.80,4.41,-4.11,0.28,16.01,3.53,12.03,9.13,128.61,44.82,20.80,1.50,0.03
Century Plyboards (India) Ltd.,532548,CENTURYPLY,INE348B01021,Materials,Wood,2022-09-05,691.10,3.50,391.55,749.00,95.00,749.00,95.00,749.00,5.30,749.00,"15,383.26","14,804.95",2.00,10.89,23.62,74.34,72.33,22.60,29.75,41.13,36.38,9.33,5.24,3.81,4.07,0.22,23.22,4.45,55.70,16.83,74.24,12.43,-2.62,1.50,0.08
Granules India Ltd.,532482,GRANULES,INE101D01020,Healthcare,Drugs & Pharma,2022-09-05,306.05,0.29,226.95,362.40,91.15,438.00,71.55,438.00,1.58,438.00,"7,597.76","8,261.20",-0.76,-1.11,13.69,-10.17,49.47,19.23,31.36,18.08,15.78,2.82,2.55,7.27,0.74,0.49,11.06,1.93,22.88,16.92,108.64,13.39,-3.37,1.50,0.16
Jamna Auto Industries Ltd.,520051,JAMNAAUTO,INE039C01032,Automobile,Auto Ancillaries,2022-09-05,124.10,5.12,84.25,135.55,21.00,135.55,21.00,135.55,0.10,135.55,"4,946.91","4,851.05",5.84,2.65,10.36,44.30,53.74,19.18,25.98,31.15,28.94,6.87,5.44,4.39,2.89,1.21,18.89,2.51,"4,546.79",3.98,18.05,0.03,-0.90,1.50,0.08
La Opala RG Ltd.,526947,LAOPALA,INE059D01020,Materials,Glass & Glassware,2022-09-05,336.95,-1.53,239.85,487.00,130.50,487.00,130.50,487.00,0.50,487.00,"3,745.14","3,496.46",-4.29,8.26,27.44,9.52,23.82,7.11,39.03,37.99,36.95,4.92,4.45,4.64,3.93,0.68,21.83,10.05,44.97,8.88,68.52,7.50,4.37,1.50,0.31
Life Insurance Corporation of India,543526,LICI,INE0J1Y01017,Insurance,Life Insurance,2022-09-05,659.80,-0.73,650.00,920.00,,,,,650.00,920.00,"417,228.47","383,116.96",-2.81,-2.06,-17.55,,,,,101.15,105.40,13.05,13.57,0.00,,0.23,,0.97,-133.07,,,-4.96,6.46,1.50,0.28
Minda Industries Ltd.,532539,MINDAIND,INE405E01023,Automobile,Auto Ancillaries,2022-09-05,567.50,-0.54,334.50,630.00,104.13,630.00,104.13,630.00,2.52,630.00,"32,469.72","33,216.68",-0.46,7.26,29.09,65.77,52.44,31.30,58.18,67.76,43.63,8.98,6.47,2.23,3.53,0.13,31.01,3.50,84.80,8.37,63.17,13.41,-8.10,1.50,0.10
Prestige Estates Projects Ltd.,533274,PRESTIGE,INE811K01011,Construction,Real Estate,2022-09-05,490.15,1.99,379.00,554.90,133.65,554.90,133.65,554.90,57.55,554.90,"19,640.22","20,868.26",5.67,14.12,11.64,15.96,17.83,13.21,16.20,14.95,23.88,2.10,2.19,8.06,0.53,0.31,10.51,2.78,10.60,32.76,233.20,46.22,36.72,1.50,0.12
Sunteck Realty Ltd.,512179,SUNTECK,INE805D01034,Construction,Real Estate,2022-09-05,473.95,-0.04,373.95,589.95,145.00,589.95,145.00,589.95,0.25,589.95,"6,941.00","7,634.04",2.97,-7.48,4.06,25.73,1.87,12.93,11.69,146.94,36.22,2.46,2.12,2.06,-5.58,0.32,53.50,12.31,-224.40,3.21,192.10,-2.20,-7.18,1.50,0.20
Timken India Ltd.,522113,TIMKEN,INE325A01013,Capital Goods,Ball Bearings,2022-09-05,"3,276.65",1.39,"1,621.00","3,310.00",639.05,"3,310.00",495.85,"3,310.00",20.00,"3,310.00","24,608.56","24,240.25",10.76,9.57,30.11,98.46,68.16,35.97,33.00,63.36,47.44,13.86,6.90,2.23,1.88,0.05,39.65,10.11,748.12,51.63,235.98,4.37,-4.92,1.50,0.01
Edelweiss Financial Services Ltd.,532922,EDELWEISS,INE532F01054,Financial,Misc. Fin.services,2022-09-05,62.70,4.50,49.40,84.95,29.90,134.60,29.90,342.00,21.25,342.00,"5,913.24","12,993.01",2.45,7.64,14.94,-21.87,-15.91,-23.59,7.78,30.00,16.21,0.91,1.19,27.26,-1.07,2.31,4.10,1.23,1.06,2.09,68.72,62.26,53.62,1.45,0.26
Indian Railway Finance Corporation Ltd.,543257,IRFC,INE053F01010,Financial,DFIs,2022-09-05,22.10,0.68,19.30,26.40,,,,,19.30,26.70,"28,881.40","416,863.96",4.00,3.76,3.27,-4.12,,,,4.62,4.79,0.68,0.74,5.09,0.19,6.33,19.66,3.94,-0.45,4.78,32.64,-49.29,-49.61,1.40,0.16
V-Guard Industries Ltd.,532953,VGUARD,INE951I01027,Consumer Discretionary,Kitchenware & Appliances,2022-09-05,236.90,-2.89,181.00,274.80,149.00,285.00,149.00,285.00,2.57,285.00,"10,213.55","10,436.04",1.02,-0.48,1.26,-5.28,2.14,5.19,23.34,39.95,54.10,7.18,9.34,3.57,4.17,0.55,26.85,2.58,-263.87,5.92,32.97,-0.90,-3.86,1.30,0.14
Delta Corp Ltd.,532848,DELTACORP,INE124G01033,Services,Leisure & Recreation,2022-09-05,211.45,0.14,162.10,339.70,53.80,339.70,53.80,401.60,14.80,401.60,"5,657.79","4,940.82",-1.40,8.49,1.95,2.30,6.94,2.23,13.57,36.97,39.09,2.78,2.72,5.30,2.41,0.59,17.52,7.16,44.72,5.72,76.18,4.73,2.86,1.25,0.38
Bombay Burmah Trading Corporation Ltd.,501425,BBTC,INE050A01025,Consumer Staples,Tea & Coffee,2022-09-05,920.45,1.48,839.90,"1,230.00",535.00,"1,566.80",535.00,"2,115.00",5.90,"2,115.00","6,422.15","6,763.03",1.79,-3.81,-6.87,-24.50,0.58,-2.32,24.65,387.31,17.90,1.09,1.69,41.16,36.29,0.13,2.59,0.44,4.44,2.38,841.04,207.44,132.79,1.20,0.25
Jubilant FoodWorks Ltd.,533155,JUBLFOOD,INE797F01020,Services,Restaurants,2022-09-05,598.90,-1.24,451.20,918.00,227.65,918.00,130.51,918.00,16.00,918.00,"39,508.23","39,483.00",1.34,5.20,10.21,-27.20,35.73,34.12,17.15,85.22,85.11,19.19,18.54,2.26,1.73,0.04,31.73,8.30,42.48,7.03,31.21,70.47,24.41,1.20,0.35
Elgi Equipments Ltd.,522074,ELGIEQUIP,INE285A01027,Capital Goods,Pumps & Compressors,2022-09-05,538.45,1.03,195.10,544.45,50.60,544.45,50.60,544.45,2.00,544.45,"17,063.97","17,044.95",8.83,27.59,45.55,170.10,63.76,36.27,29.97,79.53,51.16,15.87,6.27,2.17,2.92,0.21,43.35,6.25,248.88,6.79,34.01,2.16,1.17,1.15,0.01
Kotak Mahindra Bank Ltd.,500247,KOTAKBANK,INE237A01028,Financial,Banking,2022-09-05,"1,937.90",0.99,"1,631.00","2,253.00","1,000.35","2,253.00",968.00,"2,253.00",1.30,"2,253.00","384,797.35","383,378.35",1.88,5.58,4.26,8.15,10.75,14.65,21.07,29.46,35.65,3.87,4.31,8.99,1.91,0.06,22.50,11.04,45.71,65.66,500.33,42.21,38.89,1.10,0.14
Shilpa Medicare Ltd.,530549,SHILPAMED,INE790G01031,Healthcare,Drugs & Pharma,2022-09-05,381.95,0.16,367.60,658.00,225.15,695.00,190.80,704.80,0.39,786.90,"3,327.55","4,030.74",-0.03,-8.74,-11.06,-35.15,18.32,-8.49,15.17,55.53,26.81,1.82,2.64,3.67,-5.49,0.29,18.93,2.85,70.69,6.90,210.28,5.77,-31.72,1.10,0.42
Aarti Drugs Ltd.,524348,AARTIDRUGS,INE767A01016,Healthcare,Drugs & Pharma,2022-09-05,433.65,-0.48,378.00,648.30,105.25,"1,026.95",104.83,"1,026.95",1.62,"1,026.95","4,015.60","4,549.67",-1.00,0.14,0.92,-30.20,56.03,27.24,36.67,21.07,18.21,3.76,3.40,6.33,1.00,0.23,13.92,1.59,57.67,20.63,115.67,7.52,-9.10,1.00,0.33
Adani Enterprises Ltd.,512599,ADANIENT,INE423A01024,Services,Trading,2022-09-05,"3,346.55",-0.28,"1,367.70","3,432.00",116.25,"3,432.00",100.85,"3,432.00",4.57,"3,432.00","381,507.08","419,221.84",6.59,22.87,52.81,113.76,191.61,91.25,35.69,391.52,27.22,12.57,1.50,1.26,149.85,0.03,73.01,3.91,275.40,8.55,266.38,12.60,-113.26,1.00,0.02
Advanced Enzyme Technologies Ltd.,540025,ADVENZYMES,INE837H01020,Chemicals,Organic Chemicals,2022-09-05,268.90,0.09,258.40,422.35,91.05,503.70,91.05,503.70,91.05,503.70,"3,010.69","2,646.06",1.95,-7.08,-9.54,-28.99,21.72,-1.82,,30.26,25.65,2.72,3.30,5.65,6.67,0.37,14.94,5.86,24.62,8.90,98.88,10.94,9.23,1.00,0.36
Ashok Leyland Ltd.,500477,ASHOKLEY,INE208A01029,Automobile,Commercial Vehicles,2022-09-05,164.60,0.58,93.20,166.20,33.70,166.20,33.70,167.50,6.15,167.50,"48,318.78","68,211.51",10.10,12.82,17.99,36.48,38.02,7.75,22.86,,18.43,6.63,4.54,3.70,,0.61,20.68,1.59,16.99,-0.27,24.82,9.69,5.85,1.00,0.01
AU Small Finance Bank Ltd.,540611,AUBANK,INE949L01017,Financial,Banking,2022-09-05,651.95,1.05,462.50,732.98,183.00,732.98,183.00,732.98,183.00,732.98,"43,388.44","42,984.84",1.64,2.41,3.25,11.45,24.63,18.54,,36.32,34.90,4.31,6.03,8.84,1.06,0.08,24.90,6.79,6.34,17.95,151.11,217.50,195.67,1.00,0.11
Axis Bank Ltd.,532215,AXISBANK,INE238A01034,Financial,Banking,2022-09-05,756.10,0.79,618.25,866.90,285.00,866.90,285.00,866.90,4.10,866.90,"232,216.47","318,161.27",1.50,4.78,11.63,-5.25,5.32,8.55,14.47,14.39,39.83,1.89,2.17,16.62,1.10,0.13,12.18,3.24,8.25,52.55,399.55,91.66,52.04,1.00,0.13
City Union Bank Ltd.,532210,CUB,INE491A01021,Financial,Banking,2022-09-05,178.70,-0.78,110.50,191.95,108.60,249.35,108.60,249.35,0.86,249.35,"13,227.48","11,937.42",-4.95,11.79,24.79,15.89,-2.47,4.12,16.91,16.28,20.93,1.94,2.40,25.28,1.70,0.56,7.18,3.14,11.35,10.98,92.09,15.76,7.18,1.00,0.07
Dilip Buildcon Ltd.,540047,DBL,INE917M01012,Construction,Construction,2022-09-05,245.95,1.67,187.45,749.80,187.40,749.80,187.40,"1,248.35",177.90,"1,248.35","3,615.90","13,234.13",2.97,0.22,5.54,-52.81,-11.25,-15.61,,,18.10,1.03,1.92,2.20,,0.04,20.72,0.36,3.34,-39.19,239.07,79.11,-319.31,1.00,0.67
